# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1500364	1501071	+							HELPY_RS07345	708		old_locus_tag=HELPY_1509
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1500364	1501071	+	WP_000995494.1	WP_000995494.1		M48 family metallopeptidase			HELPY_RS07345	708	235	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1501170	1503695	-							HELPY_RS07350	2526		old_locus_tag=HELPY_1510
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1501170	1503695	-	WP_041200541.1	WP_041200541.1		TonB-dependent receptor family protein			HELPY_RS07350	2526	841	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1504232	1505200	-					rocF		HELPY_RS07360	969		old_locus_tag=HELPY_1512
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1504232	1505200	-	WP_000604439.1	WP_000604439.1		arginase	rocF		HELPY_RS07360	969	322	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1505404	1506546	+							HELPY_RS07365	1143		old_locus_tag=HELPY_1513
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1505404	1506546	+	WP_000152116.1	WP_000152116.1		alanine dehydrogenase			HELPY_RS07365	1143	380	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1506670	1508421	+							HELPY_RS07370	1752		old_locus_tag=HELPY_1514
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1506670	1508421	+	WP_001262935.1	WP_001262935.1		DUF262 domain-containing protein			HELPY_RS07370	1752	583	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1508432	1509160	-							HELPY_RS07375	729		old_locus_tag=HELPY_1515
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1508432	1509160	-	WP_000719288.1	WP_000719288.1		outer membrane protein			HELPY_RS07375	729	242	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1509346	1510200	+							HELPY_RS07380	855		old_locus_tag=HELPY_1516
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1509346	1510200	+	WP_015829046.1	WP_015829046.1		NAD(+)/NADH kinase			HELPY_RS07380	855	284	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1510221	1511795	+							HELPY_RS07385	1575		old_locus_tag=HELPY_1517
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1510221	1511795	+	WP_001204483.1	WP_001204483.1		DNA repair protein RecN			HELPY_RS07385	1575	524	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1511792	1513099	+							HELPY_RS07390	1308		old_locus_tag=HELPY_1518
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1511792	1513099	+	WP_000667836.1	WP_000667836.1		NFACT family protein			HELPY_RS07390	1308	435	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1513118	1513414	+							HELPY_RS07395	297		old_locus_tag=HELPY_1519
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1513118	1513414	+	WP_000539097.1	WP_000539097.1		hypothetical protein			HELPY_RS07395	297	98	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1513749	1514027	+							HELPY_RS07400	279		old_locus_tag=HELPY_1520
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1513749	1514027	+	WP_001249876.1	WP_001249876.1		hypothetical protein			HELPY_RS07400	279	92	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1514027	1515151	+							HELPY_RS07405	1125		old_locus_tag=HELPY_1521
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1514027	1515151	+	WP_000553147.1	WP_000553147.1		site-specific integrase			HELPY_RS07405	1125	374	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515148	1515361	+							HELPY_RS07410	214		pseudo;old_locus_tag=HELPY_1522
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515148	1515361	+				hypothetical protein			HELPY_RS07410	214		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515363	1515683	+							HELPY_RS07415	321		old_locus_tag=HELPY_1523
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515363	1515683	+	WP_000434472.1	WP_000434472.1		hypothetical protein			HELPY_RS07415	321	106	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515670	1515810	+							HELPY_RS08480	141		old_locus_tag=HELPY_1524
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515670	1515810	+	WP_000634088.1	WP_000634088.1		hypothetical protein			HELPY_RS08480	141	46	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515811	1516740	+							HELPY_RS07420	930		old_locus_tag=HELPY_1525
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1515811	1516740	+	WP_001106758.1	WP_001106758.1		helix-turn-helix domain-containing protein			HELPY_RS07420	930	309	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1516764	1517120	+							HELPY_RS08675	357		
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1516764	1517120	+	WP_041200543.1	WP_041200543.1		hypothetical protein			HELPY_RS08675	357	118	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1517244	1517801	+							HELPY_RS07430	558		partial;pseudo;old_locus_tag=HELPY_1528
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1517244	1517801	+				helicase DnaB			HELPY_RS07430	558		partial;pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1517857	1519086	-							HELPY_RS07435	1230		old_locus_tag=HELPY_1529
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1517857	1519086	-	WP_000176316.1	WP_000176316.1		RNA-guided endonuclease TnpB family protein			HELPY_RS07435	1230	409	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1519073	1519705	-							HELPY_RS07440	633		old_locus_tag=HELPY_1530
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1519073	1519705	-	WP_000836802.1	WP_000836802.1		IS607 family transposase			HELPY_RS07440	633	210	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1519702	1519896	-							HELPY_RS07445	195		old_locus_tag=HELPY_1531
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1519702	1519896	-	WP_001114660.1	WP_001114660.1		type II toxin-antitoxin system HicA family toxin			HELPY_RS07445	195	64	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1519889	1520107	-							HELPY_RS07450	219		old_locus_tag=HELPY_1532
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1519889	1520107	-	WP_000906663.1	WP_000906663.1		type II toxin-antitoxin system HicB family antitoxin			HELPY_RS07450	219	72	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1520186	1520449	+							HELPY_RS07455	264		partial;pseudo;old_locus_tag=HELPY_1533
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1520186	1520449	+				terminase			HELPY_RS07455	264		partial;pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1521000	1521977	+					hcpG		HELPY_RS07460	978		old_locus_tag=HELPY_1534
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1521000	1521977	+	WP_000943868.1	WP_000943868.1		Sel1-like repeat protein HcpG	hcpG		HELPY_RS07460	978	325	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1522016	1522879	-							HELPY_RS07465	864		old_locus_tag=HELPY_1535
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1522016	1522879	-	WP_015829049.1	WP_015829049.1		3'-5' exonuclease			HELPY_RS07465	864	287	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1522857	1523510	-					rpe		HELPY_RS07470	654		old_locus_tag=HELPY_1536
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1522857	1523510	-	WP_000861486.1	WP_000861486.1		ribulose-phosphate 3-epimerase	rpe		HELPY_RS07470	654	217	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1523581	1524453	+							HELPY_RS07475	873		old_locus_tag=HELPY_1537
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1523581	1524453	+	WP_000384759.1	WP_000384759.1		class 1 fructose-bisphosphatase			HELPY_RS07475	873	290	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1524453	1524656	+							HELPY_RS07480	204		old_locus_tag=HELPY_1538
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1524453	1524656	+	WP_001891161.1	WP_001891161.1		hypothetical protein			HELPY_RS07480	204	67	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1524669	1525565	+							HELPY_RS08420	897		old_locus_tag=HELPY_1539
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1524669	1525565	+	WP_000157960.1	WP_000157960.1		hypothetical protein			HELPY_RS08420	897	298	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1525558	1526290	+							HELPY_RS07490	733		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1525558	1526290	+				type II restriction endonuclease			HELPY_RS07490	733		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1526407	1527264	-							HELPY_RS07495	858		old_locus_tag=HELPY_1541
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1526407	1527264	-	WP_000657618.1	WP_000657618.1		cytochrome c1			HELPY_RS07495	858	285	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1527261	1528499	-							HELPY_RS07500	1239		old_locus_tag=HELPY_1542
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1527261	1528499	-	WP_000807863.1	WP_000807863.1		cytochrome bc complex cytochrome b subunit			HELPY_RS07500	1239	412	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1528510	1529013	-					petA		HELPY_RS07505	504		old_locus_tag=HELPY_1543
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1528510	1529013	-	WP_000763638.1	WP_000763638.1		ubiquinol-cytochrome c reductase iron-sulfur subunit	petA		HELPY_RS07505	504	167	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1529148	1532135	-					mfd		HELPY_RS07510	2988		old_locus_tag=HELPY_1544
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1529148	1532135	-	WP_000616305.1	WP_000616305.1		transcription-repair coupling factor	mfd		HELPY_RS07510	2988	995	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1532139	1532453	-							HELPY_RS07515	315		old_locus_tag=HELPY_1545
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1532139	1532453	-	WP_000384488.1	WP_000384488.1		polymer-forming cytoskeletal protein			HELPY_RS07515	315	104	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1532468	1533406	-					csd3		HELPY_RS07520	939		old_locus_tag=HELPY_1546
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1532468	1533406	-	WP_000478087.1	WP_000478087.1		peptidoglycan DD-metalloendopeptidase Csd3	csd3		HELPY_RS07520	939	312	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1533415	1534341	-							HELPY_RS07525	927		old_locus_tag=HELPY_1547
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1533415	1534341	-	WP_001136046.1	WP_001136046.1		M23 family metallopeptidase			HELPY_RS07525	927	308	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1534341	1535516	-							HELPY_RS07530	1176		old_locus_tag=HELPY_1548
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1534341	1535516	-	WP_000798522.1	WP_000798522.1		bifunctional folylpolyglutamate synthase/dihydrofolate synthase			HELPY_RS07530	1176	391	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1535506	1536018	-					lptE		HELPY_RS07535	513		old_locus_tag=HELPY_1549
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1535506	1536018	-	WP_001202126.1	WP_001202126.1		LPS assembly lipoprotein LptE	lptE		HELPY_RS07535	513	170	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1536015	1538438	-					leuS		HELPY_RS07540	2424		old_locus_tag=HELPY_1550
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1536015	1538438	-	WP_000345750.1	WP_000345750.1		leucine--tRNA ligase	leuS		HELPY_RS07540	2424	807	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1538448	1538786	-							HELPY_RS07545	339		old_locus_tag=HELPY_1551
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1538448	1538786	-	WP_000383780.1	WP_000383780.1		DUF6394 family protein			HELPY_RS07545	339	112	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1538796	1539767	-					secF		HELPY_RS07550	972		old_locus_tag=HELPY_1552
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1538796	1539767	-	WP_000418609.1	WP_000418609.1		protein translocase subunit SecF	secF		HELPY_RS07550	972	323	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1539776	1541353	-					secD		HELPY_RS07555	1578		old_locus_tag=HELPY_1553
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1539776	1541353	-	WP_000765480.1	WP_000765480.1		protein translocase subunit SecD	secD		HELPY_RS07555	1578	525	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1541350	1541733	-					yajC		HELPY_RS07560	384		old_locus_tag=HELPY_1554
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1541350	1541733	-	WP_000529774.1	WP_000529774.1		preprotein translocase subunit YajC	yajC		HELPY_RS07560	384	127	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1541781	1543097	-					nhaA		HELPY_RS07565	1317		old_locus_tag=HELPY_1555
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1541781	1543097	-	WP_001022250.1	WP_001022250.1		sodium/proton antiporter NhaA	nhaA		HELPY_RS07565	1317	438	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1543121	1545958	-							HELPY_RS07570	2838		old_locus_tag=HELPY_1556
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1543121	1545958	-	WP_000380084.1	WP_000380084.1		RecB-like helicase			HELPY_RS07570	2838	945	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1546206	1547000	+					rpsB		HELPY_RS07575	795		old_locus_tag=HELPY_1557
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1546206	1547000	+	WP_000258276.1	WP_000258276.1		30S ribosomal protein S2	rpsB		HELPY_RS07575	795	264	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1547000	1548067	+					tsf		HELPY_RS07580	1068		old_locus_tag=HELPY_1558
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1547000	1548067	+	WP_000014415.1	WP_000014415.1		translation elongation factor Ts	tsf		HELPY_RS07580	1068	355	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1548514	1550361	-							HELPY_RS07585	1848		old_locus_tag=HELPY_1559
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1548514	1550361	-	WP_000360141.1	WP_000360141.1		penicillin-binding protein 2			HELPY_RS07585	1848	615	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1550368	1550493	-							HELPY_RS08175	126		
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1550368	1550493	-	WP_079996195.1	WP_079996195.1		transcriptional regulator			HELPY_RS08175	126	41	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1550517	1550846	-					fliE		HELPY_RS07590	330		old_locus_tag=HELPY_1560
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1550517	1550846	-	WP_001147916.1	WP_001147916.1		flagellar hook-basal body complex protein FliE	fliE		HELPY_RS07590	330	109	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1550974	1551459	-					flgC		HELPY_RS07595	486		old_locus_tag=HELPY_1561
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1550974	1551459	-	WP_000480125.1	WP_000480125.1		flagellar basal body rod protein FlgC	flgC		HELPY_RS07595	486	161	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1551472	1551894	-					flgB		HELPY_RS07600	423		old_locus_tag=HELPY_1562
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1551472	1551894	-	WP_000347743.1	WP_000347743.1		flagellar basal body rod protein FlgB	flgB		HELPY_RS07600	423	140	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1552099	1553265	+							HELPY_RS07605	1167		old_locus_tag=HELPY_1563
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1552099	1553265	+	WP_000205893.1	WP_000205893.1		FtsW/RodA/SpoVE family cell cycle protein			HELPY_RS07605	1167	388	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1553288	1554295	-							HELPY_RS07610	1008		old_locus_tag=HELPY_1564
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1553288	1554295	-	WP_000903721.1	WP_000903721.1		ABC transporter substrate-binding protein			HELPY_RS07610	1008	335	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1554535	1555131	+							HELPY_RS07615	597		old_locus_tag=HELPY_1565
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1554535	1555131	+	WP_000961643.1	WP_000961643.1		peroxiredoxin			HELPY_RS07615	597	198	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1555277	1556092	+							HELPY_RS07620	816		old_locus_tag=HELPY_1566
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1555277	1556092	+	WP_001020051.1	WP_001020051.1		MetQ/NlpA family ABC transporter substrate-binding protein			HELPY_RS07620	816	271	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1556572	1558338	-					mrdA		HELPY_RS07625	1767		old_locus_tag=HELPY_1568
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1556572	1558338	-	WP_000793653.1	WP_000793653.1		penicillin-binding protein 2	mrdA		HELPY_RS07625	1767	588	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1558319	1558762	-							HELPY_RS07630	444		old_locus_tag=HELPY_1569
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1558319	1558762	-	WP_000949830.1	WP_000949830.1		hypothetical protein			HELPY_RS07630	444	147	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1558775	1559401	-					yihA		HELPY_RS07635	627		old_locus_tag=HELPY_1570
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1558775	1559401	-	WP_000560411.1	WP_000560411.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA		HELPY_RS07635	627	208	
